MASTER_SAMPLE_CD,SPECIES_CD,NUMBER_OF_INDIVIDUALS,AVERAGE_LENGTH,MIN_LENGTH,MAX_LENGTH,TIME_SEEN
A2021062510110388,SPA AURO,7,22,18,23,1
A2021062510110388,HAE FLAV,1,18,,,1
A2021062510110388,EPI GUTT,1,20,,,1
A2021062510110388,CHA CAPI,2,,10,12,1
A2021062510110388,HAL GARN,2,,8,13,1
A2021062509230175,ABU SAXA,38,10,8,12,1
A2021062509230175,HAL GARN,3,9,9,10,1
A2021062509230175,HAL GARN,4,4,3,5,1
A2021062509230175,SPA AURO,4,13,9,16,1
A2021062509230175,SPA AURO,15,5,3,7,1
A2021062509230175,HAE FLAV,2,,14,14,1
A2021062509230175,CHA CAPI,2,,9,10,1
A2021062509230175,HAL RADI,1,14,,,1
A2021062511110388,SPA AURO,5,10,8,14,1
A2021062511110388,HAE FLAV,6,20,18,22,1
A2021062511110388,HAL GARN,4,12,10,14,1
A2021062511110388,CHA CAPI,4,8,7,9,1
A2021062511180175,HAE FLAV,2,,14,15,1
A2021062511180175,SPA AURO,4,14,11,18,1
A2021062511180175,SPA AURO,12,7,5,10,1
A2021062511180175,HAL GARN,6,10,9,12,1
A2021062511180175,HAL GARN,7,6,4,8,1
A2021062511180175,CHA CAPI,3,10,9,11,1
A2021062513040175,SPA AURO,5,17,13,22,1
A2021062513040175,SPA AURO,15,7,4,10,1
A2021062513040175,HAL GARN,4,10,9,12,1
A2021062513040175,HAL GARN,5,6,4,8,1
A2021062513040175,CHA CAPI,2,,10,11,1
A2021062513040175,HAL RADI,1,23,,,1
A2021062513040175,EPI GUTT,1,17,,,1
A2021062513040175,HAE FLAV,1,13,,,1
A2021062509220163,SPA AURO,5,5,5,6,1
A2021062509220163,SPA AURO,3,18,18,21,1
A2021062509220163,HAL GARN,5,3,3,4,1
A2021062509220163,HAL GARN,4,10,10,12,1
A2021062510170163,CHA CAPI,3,10,10,10,1
A2021062510170163,HAE FLAV,1,16,,,1
A2021062510170163,SPA AURO,5,17,16,21,1
A2021062510170163,HAL GARN,10,3,3,4,1
A2021062510170163,HAL GARN,1,12,,,1
A2021062510170163,EPI GUTT,1,26,,,1
A2021062510170163,HAL RADI,1,6,,,1
A2021062510460465,SPA AURO,5,8,6,10,1
A2021062510460465,SPA AURO,9,15,13,18,1
A2021062510460465,HAE FLAV,1,15,,,1
A2021062510460465,ABU SAXA,4,12,10,15,2
A2021062510460465,HAL GARN,5,6,4,11,3
A2021062510460465,CHA CAPI,1,13,,,3
A2021062510460465,HAL RADI,1,9,,,3
A2021062509220465,HAL GARN,13,4,2,14,1
A2021062509220465,BAL VETU,1,19,,,1
A2021062509220465,CHA CAPI,1,11,,,1
A2021062509220465,SPA AURO,3,3,3,6,1
A2021062509220465,SPA AURO,3,13,13,17,1
A2021062510150465,SPA AURO,4,8,6,10,1
A2021062510150465,SPA AURO,6,20,17,22,1
A2021062510150465,HAL RADI,2,,23,26,1
A2021062510150465,HAE FLAV,2,,16,25,1
A2021062510150465,HAL GARN,5,6,5,14,1
A2021061513240372,SPA AURO,6,16,16,20,1
A2021061513240372,BAL VETU,2,,30,30,1
A2021061513240372,CHA CAPI,2,,10,10,2
A2021061513240372,HAL GARN,10,5,3,6,2
A2021061511540372,BAL VETU,2,,27,30,1
A2021061511540372,EPI GUTT,1,26,,,2
A2021061413200372,BAL VETU,1,40,,,1
A2021061413200372,SPA AURO,6,12,4,16,1
A2021061413200372,HAL GARN,40,6,3,12,1
A2021061413200372,EPI GUTT,1,38,,,1
A2021061413200372,HYP PUEL,1,4,,,2
A2021061510070372,ANI VIRG,1,22,,,1
A2021061510070372,CHA CAPI,4,6,5,8,1
A2021061510070372,HAE FLAV,1,14,,,1
A2021061510070372,SPA AURO,15,16,10,22,1
A2021061510070372,HAL GARN,25,6,4,10,1
A2021061510070372,BAL VETU,1,35,,,1
A2021061510070372,EPI GUTT,1,45,,,1
A2021061711180372,HAL GARN,40,5,3,12,1
A2021061711180372,SPA AURO,209,15,6,22,1
A2021061711180372,HAE FLAV,15,20,20,22,1
A2021061711180372,CHA CAPI,2,,9,9,1
A2021061712450372,HAL GARN,10,6,6,12,1
A2021061712450372,CHA CAPI,2,,9,9,1
A2021061713560372,HAE FLAV,4,18,17,22,1
A2021061713560372,HAL GARN,40,5,3,10,1
A2021061713560372,SPA AURO,8,6,3,19,1
A2021061713560372,CHA CAPI,4,10,8,10,1
A2021061812340372,SPA AURO,25,15,4,25,1
A2021061812340372,HAL GARN,40,5,3,14,1
A2021061812340372,HAE FLAV,1,18,,,1
A2021061809310372,EPI GUTT,1,20,,,1
A2021061809310372,HAL GARN,40,6,3,10,1
A2021061809310372,SPA AURO,1,3,,,1
A2021061809310372,BAL VETU,3,28,26,30,2
A2021061814430372,SPA AURO,30,12,4,25,1
A2021061814430372,HAL GARN,25,6,4,15,1
A2021061814430372,HAE FLAV,1,20,,,1
A2021061813490372,SPA AURO,20,15,4,25,1
A2021061813490372,ABU SAXA,6,12,12,15,1
A2021061813490372,CHA CAPI,2,,8,8,1
A2021061813490372,HAE FLAV,1,22,,,1
A2021080210110163,ANI VIRG,3,34,32,34,1
A2021080210110163,SPA AURO,22,5,5,6,1
A2021080210110163,SPA AURO,6,15,14,18,1
A2021080210110163,HAE FLAV,9,17,17,19,1
A2021080210110163,HAL GARN,15,4,4,5,1
A2021080210110163,HAL GARN,4,13,10,13,1
A2021080210110163,CHA CAPI,6,8,7,9,1
A2021080210110163,BAL VETU,2,,31,37,1
A2021080210110163,HAL RADI,1,9,,,2
A2021080211350163,HAE FLAV,8,18,18,20,1
A2021080211350163,SPA AURO,21,5,4,7,1
A2021080211350163,SPA AURO,3,15,15,17,1
A2021080211350163,ABU SAXA,4,13,13,15,1
A2021080211350163,CHA CAPI,6,8,8,9,1
A2021080211350163,HAL GARN,1,5,,,2
A2021080211350163,HAL RADI,1,9,,,2
A2021080213090163,SPA AURO,12,5,5,7,1
A2021080213090163,SPA AURO,4,15,13,18,1
A2021080213090163,HAL GARN,9,5,5,6,1
A2021080213090163,HAL GARN,3,12,10,13,1
A2021080213090163,HAL RADI,1,13,,,1
A2021080213090163,ABU SAXA,2,,12,12,1
A2021080213090163,CHA CAPI,2,,9,10,1
A2021080214440163,HAL GARN,12,5,5,5,1
A2021080214440163,HAL GARN,7,12,12,13,1
A2021080214440163,CHA CAPI,1,9,,,1
A2021080214440163,SPA AURO,24,5,4,8,1
A2021080214440163,HAL RADI,6,8,8,10,1
A2021080212540369,SPA AURO,2,,7,16,1
A2021080212540369,HAL GARN,1,11,,,1
A2021080212540369,EPI GUTT,1,21,,,1
A2021080212540369,CHA CAPI,1,7,,,1
A2021080212540369,BAL VETU,2,,23,26,2
A2021080212540369,HYP PUEL,1,7,,,2
A2021080212540369,HAL RADI,1,22,,,3
A2021080214180369,HAE FLAV,2,,12,16,1
A2021080214180369,SPA AURO,3,11,6,17,1
A2021080214180369,BAL VETU,1,26,,,1
A2021080214180369,HAL GARN,2,,9,10,1
A2021080214180369,EPI GUTT,1,27,,,2
A2021080214180369,CHA CAPI,1,7,,,3
A2021080210020472,SPA AURO,2,,20,20,1
A2021080210020472,HAL GARN,1,15,,,1
A2021080210020472,HAL GARN,2,,5,5,1
A2021080210020472,BAL VETU,2,,50,50,2
A2021080211460474,HAL GARN,3,10,10,12,1
A2021080211460474,SPA AURO,3,10,10,10,1
A2021080211460474,CHA CAPI,1,9,,,1
A2021080211460474,EPI GUTT,1,20,,,1
A2021080211130472,HAL GARN,10,5,5,5,1
A2021080211130472,SPA AURO,3,20,15,25,1
A2021080211130472,BAL VETU,1,40,,,2
A2021080211130472,CHA CAPI,2,,15,15,2
A2021080211130472,HAE FLAV,1,20,,,2
A2021080212540474,SPA AURO,2,,17,17,1
A2021080212540474,SPA AURO,2,,10,10,1
A2021080212540474,BAL VETU,1,26,,,1
A2021080212540474,CHA CAPI,3,8,8,8,2
A2021080212540474,HAL GARN,1,14,,,2
A2021080214040472,SPA AURO,4,18,10,20,1
A2021080214040472,HYP PUEL,1,10,,,1
A2021080214040472,BAL VETU,1,40,,,2
A2021080214040472,HAL GARN,4,6,5,8,2
A2021080212090472,SPA AURO,1,20,,,1
A2021080212090472,SPA AURO,3,13,10,15,1
A2021080212090472,HAL GARN,12,8,5,10,1
A2021080212090472,HAE FLAV,1,20,,,1
A2021080214020469,SPA AURO,16,12,9,15,1
A2021080214020469,HAL GARN,9,4,3,7,1
A2021080214020469,EPI GUTT,1,14,,,1
A2021080214020469,HYP PUEL,1,6,,,2
A2021080214520472,SPA AURO,2,,15,15,1
A2021080214520472,HAL RADI,2,,10,15,1
A2021080214520472,ABU SAXA,2,,10,10,1
A2021080214520472,HAL GARN,3,5,5,5,1
A2021080214520472,CHA CAPI,2,,10,10,2
A2021080213100469,SPA AURO,18,8,4,13,1
A2021080213100469,HAL GARN,5,4,3,6,1
A2021080213100469,BAL VETU,1,35,,,1
A2021080213100469,HYP PUEL,1,8,,,2
A2021080210230474,CHA CAPI,2,,10,10,1
A2021080210230474,HAL GARN,5,10,5,15,1
A2021080210230474,SPA AURO,1,20,,,2
A2021080210230474,BAL VETU,1,40,,,2
A2021080212080469,ABU SAXA,4,11,9,12,1
A2021080212080469,SPA AURO,8,12,8,17,1
A2021080212080469,HAL GARN,30,5,3,6,1
A2021080212080469,HAE FLAV,2,,12,16,1
A2021080214190474,CHA CAPI,2,,9,9,1
A2021080214190474,SPA AURO,3,8,5,14,1
A2021080214190474,BAL VETU,1,21,,,2
A2021080214190474,EPI GUTT,1,21,,,2
A2021080210010469,HAL GARN,6,10,5,12,1
A2021080210010469,SPA AURO,5,10,5,15,1
A2021080210010469,EPI GUTT,2,,15,36,2
A2021080211110469,SPA AURO,12,10,5,15,1
A2021080211110469,HAL GARN,4,6,4,8,1
A2021080211110469,EPI GUTT,1,28,,,2
A2021080215360082,HAE FLAV,1,14,,,1
A2021080215360082,HAL GARN,1,8,,,1
A2021080215360082,ABU SAXA,10,8,6,10,1
A2021080312260369,BAL VETU,1,28,,,1
A2021080312260369,SPA AURO,3,10,4,18,1
A2021080312260369,HAL GARN,2,,4,4,1
A2021080312260369,HAL GARN,3,12,11,14,1
A2021080312260369,EPI GUTT,1,20,,,3
A2021080312260369,CHA CAPI,2,,8,8,3
A2021080313550369,BAL VETU,2,,30,32,1
A2021080313550369,HAL GARN,3,3,2,15,1
A2021080313550369,SPA AURO,3,13,4,15,1
A2021080313550369,EPI GUTT,2,,22,32,1
A2021080313550369,HAE FLAV,1,18,,,1
A2021080315580369,BAL VETU,3,31,28,35,1
A2021080315580369,HAL GARN,2,,6,8,1
A2021080315580369,SPA AURO,1,5,,,1
A2021080309190163,HAL GARN,12,6,5,6,1
A2021080309190163,HAL GARN,1,13,,,1
A2021080309190163,CHA CAPI,2,,9,10,1
A2021080309190163,SPA AURO,12,5,5,7,1
A2021080309190163,SPA AURO,6,16,13,22,1
A2021080309190163,EPI GUTT,1,23,,,1
A2021080310230163,HAL RADI,2,,10,14,1
A2021080310230163,SPA AURO,4,5,5,6,1
A2021080310230163,SPA AURO,2,,24,25,1
A2021080310230163,HAE FLAV,1,19,,,1
A2021080310230163,ABU SAXA,2,,12,12,2
A2021080310230163,HAL GARN,1,3,,,2
A2021080310230163,EPI GUTT,1,28,,,3
A2021080312080163,CHA CAPI,1,6,,,1
A2021080312080163,SPA AURO,7,5,4,6,1
A2021080312080163,SPA AURO,3,13,12,15,1
A2021080312080163,HAE FLAV,1,19,,,1
A2021080313110163,ABU SAXA,18,12,12,13,1
A2021080313110163,HAL GARN,3,5,5,6,1
A2021080313110163,HAL GARN,1,12,,,1
A2021080313110163,SPA AURO,15,5,4,7,1
A2021080313110163,SPA AURO,1,16,,,1
A2021080313110163,CHA CAPI,6,9,9,10,1
A2021080313110163,HAL RADI,2,,6,8,1
A2021080313110163,HAE FLAV,1,19,,,1
A2021080314250163,HAE FLAV,35,7,7,8,1
A2021080314250163,HAE FLAV,65,15,14,18,1
A2021080314250163,SPA AURO,2,,15,23,1
A2021080314250163,SPA AURO,14,5,3,6,1
A2021080314250163,HAL GARN,8,4,4,4,1
A2021080314250163,HYP PUEL,1,9,,,2
A2021080409290474,BAL VETU,1,32,,,1
A2021080409290474,HAL RADI,5,8,6,18,1
A2021080413250472,SPA AURO,6,10,10,15,1
A2021080413250472,HAL GARN,1,10,,,1
A2021080413250472,HAL GARN,3,5,5,5,1
A2021080410410474,SPA AURO,10,12,12,22,1
A2021080410410474,HAL GARN,25,8,5,13,1
A2021080410410474,CHA CAPI,4,9,9,9,1
A2021080410410474,BAL VETU,1,20,,,1
A2021080410410474,HAE FLAV,1,14,,,3
A2021080409540369,CHA CAPI,2,,8,9,1
A2021080409540369,HAL GARN,2,,3,6,1
A2021080409540369,SPA AURO,3,2,2,3,1
A2021080409540369,SPA AURO,2,,20,21,1
A2021080409540369,HAE FLAV,3,16,15,16,1
A2021080409540369,ABU SAXA,1,13,,,1
A2021080409540369,EPI GUTT,1,26,,,3
A2021080410480369,SPA AURO,1,15,,,1
A2021080413000369,EPI GUTT,1,30,,,1
A2021080413000369,CHA CAPI,2,,9,10,1
A2021080413000369,SPA AURO,4,17,16,21,1
A2021080413000369,HAL GARN,3,4,2,5,1
A2021080414120369,SPA AURO,2,,16,20,1
A2021080414120369,ABU SAXA,3,10,10,11,1
A2021080414120369,CHA CAPI,2,,8,8,1
A2021080414120369,HAL GARN,2,,4,4,2
A2021080409110163,CHA CAPI,2,,10,10,1
A2021080409110163,SPA AURO,9,8,8,10,1
A2021080409110163,SPA AURO,3,18,15,26,1
A2021080409110163,HAL GARN,2,,6,12,1
A2021080409110163,BAL VETU,1,31,,,1
A2021080409110163,HAE FLAV,2,,18,18,1
A2021080411000163,HAL GARN,8,4,4,5,1
A2021080411000163,HAL GARN,2,,10,12,1
A2021080411000163,CHA CAPI,2,,10,10,1
A2021080411000163,HAE FLAV,3,18,18,20,1
A2021080411000163,SPA AURO,16,5,4,6,1
A2021080411000163,SPA AURO,2,,18,21,1
A2021080411000163,HYP PUEL,1,10,,,1
A2021080413010458,HAE FLAV,3,18,16,19,1
A2021080413010458,CHA CAPI,2,,12,12,1
A2021080413010458,HAL GARN,3,5,3,6,1
A2021080413010458,SPA AURO,3,10,8,18,2
A2021080413010458,EPI GUTT,2,,25,25,2
A2021080409550458,SPA AURO,5,18,15,25,1
A2021080409550458,CHA CAPI,2,,9,9,1
A2021080409550458,ABU SAXA,4,12,12,12,1
A2021080409550458,HAL RADI,1,6,,,1
A2021080409550458,HAL GARN,5,6,3,8,2
A2021080411310458,HAL GARN,18,8,4,10,1
A2021080411310458,HAL RADI,1,5,,,1
A2021080411310458,CHA CAPI,2,,15,15,1
A2021080411310458,SPA AURO,5,18,12,20,1
A2021080411310458,EPI GUTT,2,,28,30,2
A2021080412260163,SPA AURO,26,5,4,6,1
A2021080412260163,SPA AURO,7,21,17,24,1
A2021080412260163,HAL GARN,7,4,4,5,1
A2021080412260163,HAL GARN,2,,12,13,1
A2021080412260163,HAE FLAV,1,20,,,1
A2021080412260163,HYP PUEL,1,8,,,1
A2021080412260163,BAL VETU,1,36,,,2
A2021080413370163,SPA AURO,2,,23,24,1
A2021080413370163,CHA CAPI,2,,10,11,1
A2021080413370163,HAL GARN,4,4,4,5,1
A2021080413370163,HAL GARN,2,,11,13,1
A2021080413370163,HAE FLAV,1,19,,,1
A2021080414350163,HAE FLAV,9,13,13,14,1
A2021080414350163,HAL GARN,10,4,4,5,1
A2021080414350163,HAL GARN,2,,12,13,1
A2021080414350163,SPA AURO,17,4,4,6,1
A2021080414350163,SPA AURO,2,,12,18,1
A2021080414350163,CHA CAPI,1,9,,,1
A2021080509260163,SPA AURO,9,5,4,6,1
A2021080509260163,SPA AURO,3,16,14,18,1
A2021080509260163,HAL GARN,7,4,4,5,1
A2021080509260163,HAL GARN,1,12,,,1
A2021080509260163,BAL VETU,1,36,,,1
A2021080509260163,EPI GUTT,1,32,,,1
A2021080509260163,CHA CAPI,2,,10,10,1
A2021080509260163,HAE FLAV,1,19,,,1
A2021080509260163,HYP PUEL,1,9,,,1
A2021080511170163,HAE FLAV,9,18,17,20,1
A2021080511170163,HYP PUEL,2,,8,9,1
A2021080511170163,HAL GARN,12,4,4,5,1
A2021080511170163,HAL GARN,2,,10,13,1
A2021080511170163,SPA AURO,3,14,12,21,1
A2021080511170163,BAL VETU,1,26,,,1
A2021080511170163,CHA CAPI,1,10,,,2
A2021080511170163,ANI VIRG,1,28,,,3
A2021080513000163,SPA AURO,16,5,4,6,1
A2021080513000163,SPA AURO,5,12,10,22,1
A2021080513000163,HAL RADI,4,8,7,13,1
A2021080513000163,HAL GARN,17,4,4,5,1
A2021080513000163,HAL GARN,5,11,11,12,1
A2021080513000163,CHA CAPI,2,,10,10,1
A2021080510210472,HAL GARN,3,5,5,5,1
A2021080510210472,HAL GARN,2,,15,15,1
A2021080510210472,CHA CAPI,2,,8,8,1
A2021080510210472,SPA AURO,1,10,,,1
A2021080510210472,HYP PUEL,2,,8,8,2
A2021080510210472,HAE FLAV,1,15,,,2
A2021080509130369,SPA AURO,3,12,7,21,1
A2021080509130369,CHA CAPI,2,,7,8,1
A2021080509130369,HAL GARN,11,6,3,9,1
A2021080509130369,EPI GUTT,2,,24,26,1
A2021080509130369,HYP PUEL,1,6,,,3
A2021080510370369,HAL GARN,4,5,2,6,1
A2021080510370369,SPA AURO,4,5,5,6,1
A2021080510370369,SPA AURO,1,13,,,1
A2021080511360369,SPA AURO,3,4,4,5,1
A2021080511360369,SPA AURO,8,15,14,18,1
A2021080511360369,HAL GARN,1,4,,,1
A2021080512530369,SPA AURO,2,,6,7,1
A2021080512530369,CHA CAPI,1,2,,,2
A2021080514100369,SPA AURO,7,17,14,18,1
A2021080514100369,CHA CAPI,1,3,,,1
A2021080514100369,HAL GARN,1,12,,,1
A2021080514100369,HAL RADI,1,4,,,2
A2021080513530163,HAL GARN,7,4,4,5,1
A2021080513530163,HAL GARN,3,10,10,12,1
A2021080513530163,HAE FLAV,1,18,,,2
A2021080514560163,HAL RADI,5,6,6,7,1
A2021080514560163,CHA CAPI,5,9,8,10,1
A2021080514560163,SPA AURO,6,4,4,5,1
A2021080514560163,SPA AURO,3,17,15,20,1
A2021080514560163,EPI GUTT,1,27,,,2
A2021080514560163,HAL GARN,3,4,4,14,2
A2021080509250458,HAL GARN,20,6,4,12,1
A2021080509250458,SPA AURO,3,9,6,18,1
A2021080509250458,EPI GUTT,1,45,,,2
A2021080509250458,CHA CAPI,2,,12,12,1
A2021080510250458,EPI GUTT,1,15,,,1
A2021080510250458,SPA AURO,6,9,5,12,1
A2021080510250458,HAL GARN,6,5,3,10,1
A2021080510250458,HAE FLAV,1,22,,,2
A2021080510250458,HYP PUEL,1,10,,,2
A2021080514080458,HAL GARN,20,4,3,10,1
A2021080514080458,SPA AURO,4,17,8,20,1
A2021080514080458,HYP PUEL,1,5,,,1
A2021080514080458,BAL VETU,1,28,,,1
A2021080612320369,HAL GARN,5,4,3,5,1
A2021080612320369,HAL GARN,1,10,,,1
A2021080612320369,SPA AURO,3,7,5,12,1
A2021080612320369,HAE FLAV,1,17,,,1
A2021080612320369,EPI GUTT,1,33,,,2
A2021080612320369,CHA CAPI,2,,7,7,2
A2021080612320369,BAL VETU,1,29,,,3
A2021080613470369,HAL GARN,3,4,3,8,1
A2021080613470369,SPA AURO,3,16,8,18,1
A2021080613470369,EPI GUTT,2,,23,27,1
A2021080613470369,BAL VETU,2,,26,30,1
A2021080614410369,CHA CAPI,2,,7,8,1
A2021080614410369,SPA AURO,1,9,,,1
A2021080614410369,HAL GARN,1,12,,,1
A2021080614400472,BAL VETU,2,,30,30,1
A2021080614400472,CHA CAPI,2,,10,10,1
A2021080614400472,SPA AURO,6,6,5,8,2
A2021080212100388,HYP PUEL,1,4,,,1
A2021080609120163,SPA AURO,8,5,4,6,1
A2021080609120163,SPA AURO,3,13,12,15,1
A2021080609120163,HAL GARN,3,4,4,5,1
A2021080609120163,HAL GARN,1,10,,,1
A2021080609120163,HYP PUEL,1,8,,,1
A2021080609120163,EPI GUTT,1,19,,,2
A2021080610150163,SPA AURO,18,6,4,8,1
A2021080610150163,SPA AURO,3,13,12,16,1
A2021080610150163,CHA CAPI,2,,10,10,1
A2021080610150163,HAL GARN,12,4,4,5,1
A2021080610150163,HAL GARN,3,12,11,14,1
A2021080610150163,EPI GUTT,2,,20,21,1
A2021080214100388,HAL GARN,21,8,3,12,1
A2021080214100388,SPA AURO,8,6,4,10,1
A2021080214100388,BAL VETU,1,34,,,1
A2021080612000469,HAL GARN,6,6,4,8,1
A2021080612000469,SPA AURO,19,12,4,22,1
A2021080214540388,SPA AURO,17,5,3,7,1
A2021080214540388,HAL RADI,2,,3,4,2
A2021080214540388,HAE FLAV,1,10,,,3
A2021080611300163,CHA CAPI,8,9,8,10,1
A2021080611300163,SPA AURO,8,4,4,5,1
A2021080611300163,SPA AURO,6,15,12,20,1
A2021080611300163,ABU SAXA,2,,10,11,1
A2021080612320163,CHA CAPI,2,,10,10,1
A2021080612320163,HAL GARN,16,4,4,5,1
A2021080612320163,HAL GARN,2,,12,14,1
A2021080612320163,SPA AURO,26,4,4,5,1
A2021080612320163,SPA AURO,9,15,13,17,1
A2021080612320163,EPI GUTT,1,28,,,1
A2021080613080469,SPA AURO,10,13,8,18,1
A2021080613080469,HAL GARN,1,8,,,3
A2021080613010163,CHA CAPI,2,,9,10,1
A2021080613010163,HAE FLAV,3,18,18,19,1
A2021080613010163,HAL RADI,2,,8,15,1
A2021080613010163,SPA AURO,14,4,3,5,1
A2021080613010163,SPA AURO,2,,13,15,1
A2021080613010163,ABU SAXA,5,12,12,12,1
A2021080310350469,CHA CAPI,2,,10,12,1
A2021080310350469,HAL GARN,15,4,2,9,1
A2021080310350469,SPA AURO,18,5,3,10,1
A2021080310350469,HAL RADI,1,7,,,2
A2021080311260469,ABU SAXA,35,15,13,18,1
A2021080311260469,CHA CAPI,2,,12,15,1
A2021080311260469,HAE FLAV,23,20,15,25,1
A2021080311260469,EPI GUTT,1,15,,,1
A2021080311260469,SPA AURO,19,5,4,13,1
A2021080313190469,SPA AURO,16,12,6,17,1
A2021080313190469,HAL RADI,5,10,8,12,1
A2021080313190469,EPI GUTT,1,21,,,1
A2021080314030469,HAE FLAV,22,13,10,18,1
A2021080314030469,HAL GARN,6,7,5,8,1
A2021080314030469,SPA AURO,16,7,4,15,1
A2021080314030469,CHA CAPI,1,5,,,1
A2021080314030469,HYP PUEL,1,10,,,1
A2021080610210469,SPA AURO,24,10,6,14,1
A2021080610210469,HAL GARN,3,10,8,12,1
A2021080610210469,HYP PUEL,1,10,,,1
A2021080609080469,HAL GARN,1,10,,,1
A2021080609120363,HAL GARN,15,6,5,11,1
A2021080609120363,SPA AURO,3,7,4,15,1
A2021080609120363,EPI GUTT,2,,22,28,1
A2021080609120363,BAL VETU,2,,30,35,1
A2021080609120363,HYP PUEL,1,5,,,2
A2021080610130363,HAL GARN,10,5,4,8,1
A2021080610130363,SPA AURO,4,11,5,14,1
A2021080610130363,BAL VETU,5,25,20,35,1
A2021080610130363,EPI GUTT,2,,20,25,1
A2021080610130363,HAE FLAV,1,16,,,1
A2021080611300363,ABU SAXA,11,12,11,13,1
A2021080611300363,CHA CAPI,2,,7,7,1
A2021080611300363,HAL RADI,2,,7,22,1
A2021080611300363,SPA AURO,8,12,4,16,1
A2021080611300363,HAL GARN,1,9,,,1
A2021080612310363,SPA AURO,28,4,3,7,1
A2021080612310363,SPA AURO,5,21,16,23,1
A2021080612310363,HAL GARN,6,7,4,12,1
A2021080612310363,CHA CAPI,2,,8,8,1
A2021080612310363,EPI GUTT,2,,35,35,1
A2021080612310363,EPI GUTT,1,25,,,1
A2021080613010363,SPA AURO,4,5,3,6,1
A2021080613010363,SPA AURO,3,15,15,16,1
A2021080613010363,HAL GARN,1,8,,,1
A2021080613010363,ABU SAXA,2,,13,14,1
A2021080613010363,HAL RADI,1,25,,,1
A2021080613010363,CHA CAPI,2,,8,8,2
A2021080613010363,HAE FLAV,2,,15,16,2
A2021080210120463,SPA AURO,4,15,10,18,1
A2021080210120463,HAL GARN,4,10,4,15,1
A2021080210120463,CHA CAPI,2,,8,10,1
A2021080210120463,HAL RADI,2,,7,7,1
A2021080210120463,BAL VETU,1,30,,,3
A2021080312380471,CHA CAPI,2,,6,7,1
A2021080312380471,EPI GUTT,1,10,,,3
A2021080313260471,HAL GARN,5,6,5,8,1
A2021080313260471,ABU SAXA,2,,7,7,3
A2021080409520471,HAE FLAV,3,10,9,11,1
A2021080409520471,EPI GUTT,1,10,,,2
A2021080409520471,BAL VETU,1,20,,,2
A2021080411470471,BAL VETU,1,20,,,1
A2021080411470471,CHA CAPI,4,6,5,7,1
A2021080411470471,HAL GARN,1,6,,,2
A2021080510230471,HAL GARN,10,5,5,6,1
A2021080510230471,EPI GUTT,2,,9,10,1
A2021080510230471,CHA CAPI,2,,6,7,1
A2021080510230471,HAE FLAV,1,9,,,2
A2021080510230471,BAL VETU,1,15,,,2
A2021080510230471,ANI VIRG,1,11,,,1
A2021080311370471,SPA AURO,1,10,,,2
A2021080310270471,HAL GARN,3,5,4,7,1
A2021080512590471,HYP PUEL,1,4,,,1
A2021080512590471,HAE FLAV,1,8,,,1
A2021080512590471,EPI GUTT,1,8,,,3
A2021080514040471,HAL GARN,3,6,4,7,1
A2021080514040471,CHA CAPI,1,5,,,1
A2021080215430471,ABU SAXA,10,5,4,9,1
A2021080215430471,SPA AURO,1,12,,,3
A2021080215430471,HAL GARN,1,8,,,3
A2021080614430471,SPA AURO,2,,13,13,1
A2021080614430471,HYP PUEL,1,6,,,1
A2021080614430471,HAL GARN,2,,6,7,1
A2021080214110471,CHA CAPI,2,,5,6,1
A2021080214110471,BAL VETU,1,17,,,2
A2021080214110471,SPA AURO,2,,7,8,2
A2021080214110471,HYP PUEL,1,3,,,3
A2021080213120471,HAL GARN,4,7,6,10,1
A2021080213120471,CHA CAPI,2,,6,7,1
A2021080612400471,HAL GARN,2,,6,8,1
A2021080612400471,BAL VETU,1,17,,,2
A2021080610160471,HAL GARN,3,6,5,7,1
A2021080610160471,BAL VETU,3,18,17,20,1
A2021080610160471,SPA AURO,1,12,,,1
A2021080610160471,HYP PUEL,1,5,,,2
A2021080610160471,CHA CAPI,4,7,6,8,3
A2021080611150471,BAL VETU,1,16,,,1
A2021080611150471,HYP PUEL,1,6,,,2
A2021080911340458,SPA AURO,1,13,,,1
A2021080911340458,HAL GARN,7,4,3,7,1
A2021080912250458,SPA AURO,5,10,8,15,1
A2021080914040458,SPA AURO,8,10,6,15,1
A2021080914040458,EPI GUTT,2,,25,30,1
A2021080914040458,BAL VETU,2,,22,25,1
A2021080914040458,CHA CAPI,2,,13,13,1
A2021080914040458,HYP PUEL,1,10,,,1
A2021080914040458,HAE FLAV,3,17,16,18,2
A2021080914040458,HAL GARN,10,4,3,6,2
A2021080509290467,SPA AURO,5,19,18,21,1
A2021080509290467,HAE FLAV,3,15,14,17,1
A2021080509290467,EPI GUTT,1,22,,,1
A2021080509290467,CHA CAPI,2,,6,7,1
A2021080509290467,HYP PUEL,1,8,,,1
A2021080509290467,HAL GARN,1,14,,,3
A2021080511170467,HAE FLAV,11,19,16,22,1
A2021080511170467,SPA AURO,9,16,11,18,1
A2021080511170467,HAL GARN,14,14,7,16,1
A2021080511170467,CHA CAPI,2,,7,8,1
A2021080511170467,BAL VETU,1,25,,,1
A2021080213110463,HAE FLAV,7,20,18,22,1
A2021080213110463,ABU SAXA,2,,15,15,1
A2021080213110463,SPA AURO,7,15,8,22,1
A2021080513520467,HAE FLAV,10,12,11,16,1
